F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_237.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_242.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_340.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1220.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_276.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_173.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_330.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1076.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1043.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1127.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_0.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_309.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1021.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1072.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_114.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_143.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_288.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1074.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_162.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1025.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1038.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\08\8_142.jpg,8
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_277.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_205.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_35.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_235.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_299.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_187.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_138.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_331.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_161.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_45.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_166.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_189.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1168.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_325.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1115.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_128.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_124.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1045.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\08\8_123.jpg,8
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_193.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_47.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\08\8_331.jpg,8
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_229.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_223.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_66.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_133.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\08\8_30.jpg,8
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_261.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1183.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_141.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_157.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1248.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_12.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_35.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_7.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1206.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1047.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1008.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1039.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1223.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1021.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_117.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_138.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_109.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_191.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_132.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_83.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1086.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_291.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_292.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_146.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_297.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1120.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1249.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1099.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_193.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_133.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_24.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\08\8_135.jpg,8
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_140.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_1.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1029.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\08\8_328.jpg,8
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1030.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1205.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_279.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_21.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_157.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_100.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_283.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1225.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_266.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_207.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1174.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_270.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_268.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1082.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_218.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_199.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1228.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_176.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_157.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_169.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_142.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_133.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\08\8_234.jpg,8
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1203.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\08\8_246.jpg,8
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_334.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_347.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_248.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_179.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_146.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_217.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1243.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_246.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1105.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_165.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1192.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_77.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_201.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_185.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_345.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1224.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_229.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_195.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_229.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_145.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_33.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_34.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_180.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1068.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_171.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1069.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\08\8_233.jpg,8
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_156.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1114.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_213.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_124.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_303.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_114.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_3.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1113.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_158.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_156.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_315.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\08\8_261.jpg,8
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_103.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_316.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_282.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_193.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_248.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_167.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_330.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1229.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_124.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_180.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_206.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_211.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_212.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_225.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1143.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1234.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_341.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_170.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_216.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_204.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1009.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_16.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1063.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_119.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_318.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_13.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_10.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1112.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_224.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_240.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_119.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_207.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1164.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_229.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_305.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\04\4_126.jpg,4
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_172.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1067.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_114.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1225.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_178.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_281.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_172.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_267.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_225.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_25.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\01\1_318.jpg,1
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_122.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_204.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\10\10_283.jpg,10
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_345.jpg,3
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1036.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\06\6_3.jpg,6
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\00\0_203.jpg,0
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\05\5_1076.jpg,5
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\09\9_1202.jpg,9
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\07\7_9.jpg,7
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_101.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\02\2_1226.jpg,2
F:\CNN\CNN_classification\ml2021spring-hw3\food-11\training\labeled\03\3_316.jpg,3
